000bb0a9-7319-45a7-8874-831ae31f9571	2
003f8b8c-1e90-40b8-b626-58bcef8e0e96	4
007472bd-a09f-4063-95dd-6dde9763be95	5
0082b207-d11e-47fd-9c0a-5b5631344b2c	2
008469b2-104c-41cd-aa66-1cd6f25fc5ce	1
00a5ae92-332a-41cd-b599-5b590d243acd	1
00c0812a-9d37-4de8-8939-2b8f32260fbb	1
00cda98f-22a6-4cdf-9ed6-8e7e00a2f96d	1
00d86091-258a-4ba5-9130-2da1a33a5a98	1
00f632d3-d020-422b-aef6-4ffcf61218f1	1
00fcea0a-3c22-4a5b-bb52-b3200a7a41f7	1
010cd217-691a-4edb-8a00-1bc4c6fac6b0	1
012ca7a5-af9c-438c-b7ea-d1d9830b6262	4
012dfa7b-df93-4220-bebc-eca528c5c1d1	2
01b4307f-eed4-4a50-b2ff-99d86d8a1346	192
01e87ea6-d8bf-45fa-8de7-eed8c6f88f15	1
01f3e9d2-7e28-41ad-9fd4-a0d2aa9022c6	117
021c28c3-7272-4e38-a117-2d12771cc31b	4
0252bc2c-9ff7-4f97-b20f-63fe89fc9c50	1
0262226c-f3bd-425a-b650-ac28ff1f5d92	1
026d44c8-3548-4a5c-b5c7-e227cab10e3f	1
0273191b-7ac6-41cd-b071-b21017af6245	1
02733e03-3434-4c81-8ea0-4a785444faa4	1
027f5ca5-65dc-40a7-b3b8-42feeb9b2aee	1
028b9130-343b-4218-aeac-f73662baf02a	4
02a2937d-01fe-4237-a464-f3f402218fe3	1
02b4acff-7c54-45de-990d-cd153deb4c0f	2
02c5a8ca-c42b-4a36-823d-348b04675e26	1
02caa441-b3ea-4848-a4fc-e74098891324	3
02ce1be3-6f37-4771-bda9-af71dc4ce655	1
02d99cd7-0e54-4db7-96d9-67382a674343	1
02e0caf4-a628-4414-be0e-faef07ad3646	1
02f93893-9914-4401-8d4c-84ca58b8d461	9
030159c6-6a03-4a3e-a5b0-33924c05169d	3
0301dc74-ded6-4a88-b6db-dfba1df677aa	1
0307097f-7d27-4443-a539-2fe2a9560fd9	2
03171dd7-e36f-49c1-9aa1-af9854e9e458	6
0320ece7-ddad-46b0-bfdb-6ab4f891f5b0	1
032a3946-096d-45b1-b3c4-ea71b0499c57	1
0343ffb7-6fe2-4273-bbc6-44788f5fb605	2
0356a547-6610-43c7-bb18-4f196545d9a6	1
03625096-c93f-42e4-97a5-7d9f4f9ac2c3	1
0371b3b8-0b07-4099-9598-504bfb27da98	1
03931ae2-ed36-4f9a-a037-a0654fdb45e8	1
039707c8-2146-4c36-9172-ac2ae4092d6f	1
03bbb0ae-e44c-47a4-b211-99f70bfaabe7	1
03bdd99f-02c4-474a-94be-18e976df4f0e	1
03cb37f1-6f25-4b64-b7ff-f58ad0759ec3	1
03fdeca1-8abb-46b4-8a08-594c622d528c	3
03fff7d9-b40b-47f0-b30c-b7cbaa53eb6d	3
0421aab1-b90c-47c8-8923-a57f0a4cc095	1
042b5918-2bc3-45d5-a3a2-21006c05119c	1
0442c823-c7fa-42fd-acc4-7168ac61ca10	1
044f0b4f-b9f9-40c5-a7ad-47ba8b1fc332	3
0474bf68-f55b-41e1-adbe-1898b8aa56ee	17
049bf240-99c0-4e9b-9063-c7f3bd300b96	1
049e2c62-dad8-40e7-a6de-f18a81c8b78e	3
04b744bd-0966-4beb-af3a-d933bce3d555	8
04bc4435-9215-444a-bc7e-134a999f022a	2
04cf5c59-3ceb-420e-89f7-7e0e9e6e0e66	1
04d66c5b-3c75-401b-8049-a4f4974154f3	137
04ec5683-27d2-4b60-a9a4-de57c8124f65	1
04f1b113-e7c8-4663-8aed-806aeda4955f	19
04ffa946-df9c-445a-be20-a7455bb5973e	1
0554a0ad-69b8-48e5-90b6-0140b8ed59ec	1
05583c27-ab24-4a3c-80cb-e8292203e9b4	9
05a0835f-f3cd-4ef4-a58b-2250bb7c97b6	1
05bf74d7-f12f-42e5-9b4c-a067916205f0	1
05c9aa0d-00f0-46b9-8640-5a9826aad95a	48
05cca2b6-4941-4eec-843b-8fcf5841ef9d	2
05dbdee9-ed13-4eb5-b0c1-4deb59bf7433	1
05fd4bbb-a0c8-41d8-a593-e525428ed210	4
061c4984-ff8c-45fd-bf87-d39ecb0bbd06	1
06332e42-97bd-4de7-8cda-89f243e918d3	1
066afe5a-52f6-447d-869a-b454868eb9db	2
06822614-a9fe-4cd9-b7c4-66e6a2d15852	1
069293eb-30fa-499e-948b-eafae48493b0	32
