0e55541b-cf36-4ae6-b8c9-82c01703c937	0	a337bb08-125b-4228-ac52-c478e029a38f	9
db3b17cd-4b3d-44a0-adae-809336dcb963	0	491be952-e4d8-48fa-a76d-54d057742cfb	19
3a378608-02a0-467a-8ce3-4e1f749acaf9	0	b1b22df3-3dce-47d3-b544-a6fbc61eff67	0
d42d658a-4714-4118-8fef-eebb789785fb	0	a82d5218-308f-4356-b3f4-31dea393a916	1
aabba963-85a5-4add-8021-069c4335cb1d	0	71fd2091-4956-4d89-9b05-6b492d08d448	1
a930f7c0-5f48-4ee1-b4e5-89c9730f2a8a	0	bfe2c3a4-465d-4100-8ba9-04f97e7ea04f	0
2c12e4a7-ad0f-400a-a58d-b1bbff8abeaa	0	07ada2c7-c82b-4cc9-9175-173a06494e06	10
229e68e4-d1c6-41ba-97ee-22d58940fc14	0	b1b22df3-3dce-47d3-b544-a6fbc61eff67	0
d617990c-29ef-4682-b6b4-788a6bbcff16	0	92e92f9c-f266-44eb-aed4-d6cbbefbf8b3	1
c45d1a41-2e60-4eb2-9117-baedb87b00b6	0	491be952-e4d8-48fa-a76d-54d057742cfb	1
73de16be-8377-44e2-bee4-dadbf01a9d98	0	9e027f37-9873-4764-bc6d-608c7e35a1a2	1
f74ede45-f924-496f-95c9-f5a16c3538f2	0	05e4748b-0e91-4021-b83d-26eb112857f5	1
9296dcb1-87c1-435c-adb8-bd77e2e58ae1	0	31d2ee5d-e21d-437f-8042-64d16f574481	0
1efbd7f7-204e-463f-ba36-40c205214a46	0	c97bae3b-a9f9-4513-8fbf-08b3211acb63	1
bf667722-498b-4b82-a0a2-416aa4e296a8	0	b1b22df3-3dce-47d3-b544-a6fbc61eff67	1
47de4c71-dea5-4820-8fa9-ab9996d871b1	0	09effd0a-5208-47a6-b878-3cda01ae708c	0
18470b2d-f0aa-445d-a287-b389538f208e	0	65b05f15-28db-4979-974d-09cc9aa32be5	38
f27e5840-620e-4f75-b653-65cf288f1005	0	0cf5f3fb-af45-4326-bf02-087da569978d	1
ddcd776f-1c23-498b-83ef-5d440697c88a	0	cca2b580-286f-4dfd-b956-76e71bbbe7cb	0
582a91f9-944f-4e78-bead-3714c28ad8db	0	c34b81ee-4686-4679-9548-e35157c6458e	1
e2b1ebf7-7192-4667-a614-7850b10d9c4a	0	bce37e19-5dda-4b14-b63a-a389b4d2113c	19
9efc5c50-ca17-4937-b15c-1e3a2d809cf3	0	09ed1f25-f167-4ce3-bb8a-81fff8e72146	1
8581bc5d-90c2-4696-bef5-d28fed68fe53	0	bfe2c3a4-465d-4100-8ba9-04f97e7ea04f	0
2819b0b6-d469-4b45-89bd-11af91eef376	0	b1b22df3-3dce-47d3-b544-a6fbc61eff67	1
b062b077-3997-40a8-95c2-a6a8db0732a9	0	b1b22df3-3dce-47d3-b544-a6fbc61eff67	0
30166bae-d041-4b09-bac5-2c69bae2a4de	0	bfe2c3a4-465d-4100-8ba9-04f97e7ea04f	0
f5d48978-8e36-4b65-b080-2fd97624493e	0	650eacd2-c489-41c9-8ead-efd9895ac2b7	1
a1f9b7f5-448b-4bbd-8d50-41c937946a3a	0	71fd2091-4956-4d89-9b05-6b492d08d448	1
2c39a236-0a3c-444e-b8a1-94ebde1e4a8c	0	b1b22df3-3dce-47d3-b544-a6fbc61eff67	1
0deda28a-96c3-4222-9225-2832bd60f90e	0	491be952-e4d8-48fa-a76d-54d057742cfb	21
ab97c2cf-8ffb-495d-aae6-a833f262a73c	0	b942040e-e635-4f83-a75c-1080155fe6f6	1
c9b5388d-f993-48c8-99f3-2deb052b8653	0	15f13c3a-aecf-49ae-a734-99d5e9facf7a	1
9351f009-3933-419b-b69e-73d33273eae7	0	8e9b5bd9-d10e-4f0d-b133-fbdddf83d6fa	0
047c01a2-71d5-4256-8893-a991ca79135d	0	b1b22df3-3dce-47d3-b544-a6fbc61eff67	0
d58f66fd-673d-4db4-a8dc-f5b415bb371f	0	bfe2c3a4-465d-4100-8ba9-04f97e7ea04f	0
785c5b66-1162-4094-8092-b3597da7108a	0	88208e3c-4589-4ed9-bf64-0db32750623a	1
